"X","Y"
-4.64074958810274,5.87382672858273
-5.77084350779273,5.09102969833689
-5.17910629551665,5.09907623916137
-5.06785316721527,5.21910456748693
-4.16858569251303,4.61655874674718
-4.54945566872812,4.67270115982608
-4.47680138358198,3.8422887782726
-4.29195847532499,4.80822719643062
-5.45426930574627,5.34427636132223
-4.93903092366432,5.76611117622565
-5.5064214307094,4.42231802984648
-5.86730697682719,4.21616745326373
-6.19111258202323,4.54546734588969
-5.66091412700633,4.66714846204437
-5.16199331763145,5.39494077185106
-4.76244408667018,5.80619328023199
-5.81038740690605,5.89519944123782
-5.06153249968883,3.79902982195413
-5.19546237118668,5.54175999540085
-5.88694925498917,4.97166062908648
-5.75187196548191,5.04129646900256
-5.20997167888936,4.47094663104716
-5.94792572179406,5.03004795272294
-4.17626636574856,5.7527480923236
-5.64152192337742,3.62275149083382
-5.11272790237664,5.08329238342183
-4.30837681554439,6.09796531883617
-4.53653863352172,5.95398649169515
-5.13189144757964,4.07921137782342
-5.75988892718668,4.20917689425206
-5.2985770878542,5.27836050602269
-5.19506216948841,5.31951596646319
-4.67959556150611,6.79203045493772
-5.40244326446579,3.98301802331931
-4.15128761148365,6.03372911854702
-4.82842303798485,5.46611285694854
-5.60857726970084,4.50476895248899
-3.8559128447604,4.52357543924516
-6.71369179254714,4.82157408654538
-4.34999149937444,4.67786242225807
-4.97800042608648,5.32418632615164
-5.12049815860177,5.83683674216877
-3.63497641291686,6.8519868000985
-4.79600916359826,6.5762744104773
-4.73318635304226,7.14469289332639
-5.26735586500173,5.94117660860797
-3.65673252616704,5.10540909081885
-4.22369227542867,5.56263570421956
-4.64375965431727,5.36836616954419
-3.88240414074725,6.19884834487218
-5.94290095931892,5.08255230543686
-5.46301111041187,5.17181323401918
-4.775886201584,5.14346705644768
-4.19222501478909,5.22802831013906
-5.98319738411433,5.08599127845436
-5.05499374429586,4.75341141848223
-4.50167779355117,6.28419789626879
-5.12054242450397,5.39448617474199
-4.41669940781494,5.20729738772475
-6.23297887027761,3.12569207436632
-4.95930776166974,5.15366065967519
-5.38369569631625,3.71191359038787
-5.02055036678107,4.9303283961222
-5.4429068321393,5.55459803852907
-5.42717210510424,3.27732711241684
-5.52154119249367,4.28400648691077
-5.45576576899937,4.83312359651296
-4.14800426160002,5.78904265354754
-4.39554149945385,5.65989142258161
-3.97148072845208,4.82481358490007
-5.2756504652551,4.74413105068632
-4.99901330835297,5.11890067474126
-5.06943911837805,4.23086917338655
-3.63505371008222,5.62548717798763
-5.69052126884719,4.81707353744973
-5.95823125355724,5.52072412479
-3.92579462773838,4.63524361290975
-4.71105911160815,5.77255217329083
-4.85927079462764,4.18339451480336
-5.38315808739646,5.18081672346651
-5.83289285255616,4.6429129774889
-5.32299700675637,4.96437309743139
-4.45011793160754,5.38721023166657
-5.02724737606685,4.64794244994322
-3.79625649215181,5.88161556548818
-3.92638047530119,5.64007985755008
-4.68272380363412,4.87868517286528
-4.18013601907319,6.15966778966108
-5.64678430593769,4.94652382834078
-5.88542481175871,4.66845587835359
-4.79796814149923,5.28001576327422
-5.99409069309524,4.34610312126402
-6.11714603013001,4.02980854692425
-4.35465219398599,4.35205020600465
-3.97612390675433,6.13038890373171
-4.64151491434264,5.3121429822646
-5.32567147351592,4.33251645460296
-5.20228684701792,4.75084379582528
-5.03962828286318,4.51382891084479
-5.30625827072515,5.52519708965652
5.38353586410853,-5.04651429460145
4.44128186041938,-6.73127157464988
5.48505020839012,-4.81620386616701
5.02613389324473,-3.75581001250278
4.68642406926121,-6.33898785464858
5.93905653143077,-4.46633083884264
4.19824064968566,-4.69010199680604
3.26069406959142,-5.66041061897801
3.95593646955902,-5.14257778061882
5.9348870251435,-4.19539462047711
5.11803690781519,-5.34735573399041
6.33758377725347,-3.91889615985415
4.20774452418535,-4.39371428287231
5.41887900450354,-4.49585322094381
4.98966608643107,-4.81004924156227
4.19941443666527,-5.6308108109613
6.25971091795839,-3.80778874834363
4.09051457151648,-5.87604934247208
5.55338536480857,-4.69939369139146
6.21041655294881,-4.05826390582909
6.40649839446976,-3.67562220695626
4.35016164630413,-4.14089190450438
4.92285156480284,-5.42972434966231
5.44549766198135,-5.68749522842391
3.97163591398931,-5.77538624808029
4.83951697197846,-4.29748520262436
4.22245351493402,-5.58353372712191
5.76928158928367,-4.87255349910836
5.32351754479369,-5.24199730646617
4.02690576357523,-5.67253910068396
5.38723523125277,-4.84124217053487
4.72374514426049,-5.16510238932915
3.88577417917605,-6.18357587295094
4.39019560828395,-4.29732631820384
4.68530685560592,-5.00161272937553
6.13808996129395,-5.31627745080257
4.45832002555751,-5.03156943232666
5.69744739337207,-5.22848207875391
3.12481171950999,-5.6391161113193
5.1562701087608,-5.75799043485497
5.89719855688469,-3.25207170926714
5.70795912365145,-4.32589991482446
4.62819699773247,-5.8279767456325
5.62189340968819,-4.34800221131296
3.79607522452437,-6.88887241152508
4.41413669111582,-6.11553398917068
4.4303010313266,-5.57781810074969
6.00196650889598,-4.22875406799205
3.98728140003534,-6.58069663686209
5.7079441674766,-4.19962385575797
5.787502828888,-5.00573905898289
5.92126690592144,-5.34932701131407
3.97249587055148,-5.26703405582699
5.92793881017888,-4.28244231821678
5.79005384975738,-3.6225787022016
4.55422433316904,-4.80920299702623
4.32974108240003,-3.98512089523725
4.40426727060696,-6.95264427690317
4.95363304318188,-5.66828905228854
6.27284953517352,-3.92840827416145
4.3189970401489,-5.62544084019357
4.31557267391782,-5.56259265115077
4.19578921546752,-4.9665182542728
4.81102954203907,-6.12690551402286
4.95514041941102,-5.59471282885888
5.01239948478878,-4.35106532709582
4.54889478130591,-4.86532293369844
4.70730714129242,-5.6890991002002
5.39255588868434,-4.68241621354062
4.08182375505229,-5.03195525137773
5.00561104110141,-6.04799647072588
4.55050896248304,-5.20303516144252
4.18319433788322,-5.14774980795281
5.32620672311409,-5.9981387439643
5.45079874386949,-3.78789541616036
5.25472626494401,-4.80634108481268
5.27795458645222,-4.60990905434276
4.89458588202915,-5.26874091327191
