"X","Y"
1.11088749200237,1.62350146135591
6.18585431894828,1.70067361282767
-2.81898729914007,-2.25204871013848
-3.86021090365737,-2.65793539854737
-4.29757415492496,-4.59920157687047
-3.87282565539556,-5.32722636013901
-1.67376297380632,-0.395792174856712
-0.745800984002972,1.12975033971384
4.8889845887025,1.69990286033719
4.19430894998093,1.97263854101063
-2.33319204540188,-4.94157585344404
-3.42117971234481,2.26416044011526
1.71366512872874,0.606177554193377
-2.40929351726159,0.118806311600318
4.14972031247056,2.72454530131609
-0.391205885311817,-1.27110932613006
6.56613383804047,6.22594436115229
0.088944615387979,-3.71378335044827
-0.0817031451542641,0.227898131218447
-1.89475374815266,-1.10753661147113
8.39479738224934,2.60712176944388
-1.24773959467101,-2.57125153098258
-2.7405792115381,-0.339612584445846
-4.20085449339,1.20233337017495
0.617832123269479,1.01379980990594
-1.75329550440596,-1.10563198744067
0.195296240655868,-3.88359331880004
-0.41452610356745,1.40260284960667
0.796317391682019,0.606526857025535
-6.98499445428277,-0.317826653786536
3.74298690251538,2.13392429677723
0.849937251356676,3.68140651286181
4.24503631826212,4.97473902510002
-0.346314493268865,-3.33082448434455
1.44614745427789,0.73599724394135
-2.45824936099357,-1.30620932037229
-0.333691883498577,-0.418179610833775
1.08000871886358,3.76178894391378
-2.95739611344713,2.08795901671197
-1.59902019113372,-1.54098787078639
-0.91136078195919,-2.17310033102743
-2.81168026475123,-2.60847990562253
2.00593120584768,5.55717178782736
-0.207049233518651,0.383496424146794
1.52366907454532,-1.38735036163344
-2.97470553380856,-2.85467529547869
-4.63745305396094,-5.44388750865379
-4.89410452637726,-7.00241671682051
0.929298167202095,0.748533155592715
2.92448220169775,2.90078778381842
-1.66416600127924,-2.20677667122766
0.0229371482707247,-3.77178954160353
3.81642407369317,1.7909118048798
-2.38646880749034,-1.6978170425302
-0.91662558753542,0.128900218793999
6.69184367832125,2.79532439078153
3.05229355760444,6.06054354700931
2.61798700003991,-3.21554176276492
-4.0249912030224,-3.18473670116353
-0.213826736430823,1.42974099982111
5.7144761613181,4.96476255097601
-0.0384776860550187,-2.3255655660399
-4.97205718472352,-6.86239266328403
4.62512744829616,1.68356102068059
1.20037205888987,-3.41494483854299
4.63442148906196,6.70804447445979
0.142884476779552,0.0198277871346536
0.829185907388336,6.39150917602879
-3.5308681465976,-5.31749877354933
-2.46265398028804,1.06662191980024
-6.72348894549391,-3.42271691799797
-0.292123555224348,1.65073983047969
-3.13093607511296,1.37815248572525
1.30964988642583,0.63020297811476
-1.54096111943963,-3.52925723510459
-0.971781053511921,-1.69626387880885
-0.614921011251833,-2.01023554409212
-0.853619571619755,-0.732508629811794
-1.18146678757787,-7.42377106895165
5.22969580207843,-1.66943468713985
-0.81717933946862,-1.98777930893811
0.608051585809729,2.64086457844126
-0.79037783554718,0.167670532937813
-6.81393176529952,-3.7466633139108
-4.19959481068304,-3.52522713253674
-0.770549829158564,-1.47373711224489
-0.1656562505085,-0.169472922822106
-2.46935473622727,1.35685490221338
-1.68028749916936,-5.12010865791086
-6.6876693047724,-0.650754905218288
-7.35555299405429,-5.22426730329301
1.67420077886631,0.0354390097562509
5.29064339974051,2.81785260482839
1.21488810256928,5.05147135821309
3.07400998767853,1.05574012992353
-0.096521405551214,-1.6011314242943
1.64873571688552,-2.26265220205453
3.03310475060166,6.90657289129063
-0.304560604403597,6.51627095726302
3.58933776622215,1.12187912410749
-3.70996664202172,-6.12625173352238
-1.11724071679633,0.146533130518892
6.42005263276529,5.2929248412086
4.8623296466584,-3.12992327528762
-0.780953130882062,-0.188032106338402
-0.818210995635338,-4.77499562737341
0.360497349908826,-2.31892874981856
0.936050709029711,-1.358566608947
-2.96922972968934,1.92434208896617
0.630969334046858,-2.26527097613246
-2.78077518648327,1.06893421721519
-5.17007593737936,-5.84167575820985
0.0793211806925669,1.72286836319484
-5.057171352071,-4.84603619527945
6.5098965558967,1.0865302237855
-1.63590206568652,2.01034366359045
2.20356658347822,0.229252775458922
1.92556788709067,4.95123547563445
2.25262037752714,2.40754897493589
-1.61756478526848,0.59083744037806
-3.11435421631848,-4.63698986424308
1.40640233429048,3.87995950583303
-1.6721607148449,-1.92626035940535
-0.240246123150285,0.215115376979486
-1.95734518605626,-3.84348780653547
-2.79977872449562,-0.341548920162359
-0.285691277459273,-0.467693160563664
-1.59459809420508,-1.15561647701877
2.97091412161084,2.29001709706708
5.28823899308022,-2.72728105802943
-1.47105291702345,-5.62385265364373
-5.61510601721527,-4.67270609891401
-0.491665079184118,-5.61095791676633
-6.36577690786565,1.12433996579712
-0.728828064541933,1.46851761980711
-4.05506824642338,-0.00927718680150405
6.62405859530267,5.25267758436154
0.543925513465771,2.04872015811537
-3.81484369423438,-0.0659888726061077
-1.86418153705005,-0.808229694182248
-2.41301508945401,-1.64807663479475
1.83718403622694,1.27761114533113
-0.627971945378365,2.66454369553855
3.86566185506873,7.19749679092896
4.74143157184664,3.76242121682405
2.41707706231187,-1.76892157714485
5.57536564028861,5.32676008228481
2.46478458564396,-3.14794215127775
-4.74427201435153,-1.28427691585198
3.26126198104507,5.4452752690519
1.02797184829338,1.02483267153887
-1.96138083631643,-0.284441536859324
-3.79900840536388,-2.62752852942081
4.41930113888209,0.270589138780252
-3.73734843468864,-3.97946037104136
-3.04203626521456,2.36198735075778
2.1977424066705,-2.8532182330668
5.08188745320997,4.22971565905872
-1.64835863729216,-2.70000166198781
2.67176243598636,-1.04459247968721
-5.40123219841647,-1.69195363034632
2.02233868605299,5.26572611145358
-0.778121495581689,2.33372219103469
2.32084918487835,6.01492198202235
3.88799216440524,-1.82324460625518
6.26678859998525,6.65704543983255
2.98331765542715,-1.25405832928136
-0.207004667906932,4.15283082507267
-2.52144851265448,-4.80282525511903
-7.53165006876366,-4.98606808858008
-0.0453048903540064,1.90193973527788
2.06417833553119,2.67443202651305
-5.38608231736612,0.313468658521562
3.97801784382083,1.77290632079342
